,Age,Gender,Income Level,Dietary Preference,Exercise Frequency,Eating Disorder Habit,Location,Daily Caloric Intake
1184,44,Male,Medium,Vegetarian,Medium,binge_eating,champaign,2904
1185,30,Male,Medium,Vegetarian,Low,binge_eating,naperville,1782
1186,57,Female,Low,Non-vegetarian,Low,restrictive_eating,champaign,2708.64
1187,40,Female,High,Vegetarian,Low,restrictive_eating,naperville,2332.8
1188,25,Male,High,Vegetarian,Low,binge_eating,chicago,1782
1189,20,Female,Low,Vegetarian,High,restrictive_eating,springfield,950.4
1190,18,Female,Low,Non-vegetarian,High,restrictive_eating,chicago,1045.44
1191,32,Female,Medium,vegan,Low,binge_eating,champaign,1555.2
1192,27,Female,Medium,vegan,High,binge_eating,springfield,1603.8
1193,54,Male,High,Non-vegetarian,Low,binge_eating,nashville,4704.48
1194,59,Female,Medium,Non-vegetarian,High,restrictive_eating,champaign,4283.4
1195,37,Female,High,Vegetarian,High,binge_eating,nashville,2637.36
1196,60,Female,Low,vegan,Medium,binge_eating,naperville,2592
1197,20,Male,Medium,Vegetarian,High,binge_eating,naperville,1452
1198,29,Female,Medium,Non-vegetarian,Medium,binge_eating,champaign,1914
1199,50,Female,Medium,Vegetarian,Medium,restrictive_eating,springfield,2700
1200,26,Female,High,vegan,Low,restrictive_eating,champaign,1516.32
1201,22,Male,Low,Vegetarian,Low,binge_eating,champaign,1045.44
1202,25,Male,Low,vegan,High,binge_eating,nashville,1452
1203,30,Female,High,Vegetarian,Medium,restrictive_eating,alton,1944
1204,45,Female,Low,Vegetarian,Medium,binge_eating,naperville,1944
1205,24,Female,High,Vegetarian,Medium,binge_eating,springfield,1555.2
1206,49,Female,Low,Non-vegetarian,Medium,binge_eating,alton,2587.2
1207,37,Male,High,Non-vegetarian,Low,binge_eating,champaign,3223.44
1208,37,Male,High,Vegetarian,Low,restrictive_eating,naperville,2637.36
1209,26,Male,Medium,Vegetarian,Low,binge_eating,naperville,1544.4
1210,18,Female,Medium,Vegetarian,High,restrictive_eating,springfield,1069.2
1211,42,Male,Low,Vegetarian,Medium,restrictive_eating,chicago,2217.6
1212,30,Male,High,Vegetarian,Low,restrictive_eating,nashville,2138.4
1213,53,Female,Low,Non-vegetarian,Low,restrictive_eating,springfield,2518.56
1214,45,Female,High,Vegetarian,Medium,restrictive_eating,champaign,2916
1215,35,Male,Low,Vegetarian,Medium,binge_eating,champaign,1848
1216,38,Female,Medium,Non-vegetarian,Medium,restrictive_eating,nashville,2508
1217,57,Female,Medium,Non-vegetarian,Low,binge_eating,champaign,3385.8
1218,19,Female,Low,vegan,Medium,restrictive_eating,springfield,820.8
1219,39,Male,Medium,Vegetarian,Low,binge_eating,naperville,2316.6
1220,24,Female,Medium,vegan,High,restrictive_eating,springfield,1425.6
1221,47,Female,Medium,Non-vegetarian,Medium,restrictive_eating,alton,3102
1222,24,Female,High,Vegetarian,Low,binge_eating,nashville,1399.68
1223,27,Male,Medium,Vegetarian,Medium,binge_eating,chicago,1782
1224,44,Male,Low,vegan,High,restrictive_eating,champaign,2555.52
1225,44,Female,Medium,Vegetarian,Medium,binge_eating,naperville,2376
1226,30,Female,Low,vegan,High,restrictive_eating,alton,1425.6
1227,20,Male,High,Vegetarian,Medium,restrictive_eating,naperville,1584
1228,24,Female,High,vegan,Low,binge_eating,nashville,1399.68
1229,53,Female,High,vegan,Low,restrictive_eating,springfield,3090.96
1230,54,Male,High,Non-vegetarian,High,restrictive_eating,chicago,5749.92
1231,20,Male,Medium,Vegetarian,Medium,binge_eating,champaign,1320
1232,30,Male,Low,Non-vegetarian,Medium,restrictive_eating,alton,1936
1233,22,Male,Medium,Non-vegetarian,High,restrictive_eating,champaign,1952.133333
1234,40,Female,High,Vegetarian,High,binge_eating,chicago,2851.2
1235,45,Female,Low,Vegetarian,High,restrictive_eating,alton,2138.4
1236,30,Female,High,Vegetarian,High,binge_eating,chicago,2138.4
1237,40,Male,Medium,Non-vegetarian,Low,binge_eating,nashville,2904
1238,54,Male,High,vegan,Low,restrictive_eating,springfield,3849.12
1239,27,Male,Low,Vegetarian,High,binge_eating,naperville,1568.16
1240,36,Male,High,Vegetarian,Low,binge_eating,champaign,2566.08
1241,58,Male,Low,Vegetarian,Low,binge_eating,naperville,2756.16
1242,27,Female,Medium,vegan,Medium,binge_eating,naperville,1458
1243,33,Male,Low,Non-vegetarian,Low,restrictive_eating,nashville,1916.64
1244,18,Male,Low,vegan,Low,binge_eating,naperville,855.36
1245,51,Female,High,Non-vegetarian,Medium,restrictive_eating,alton,4039.2
1246,45,Female,Low,Non-vegetarian,High,restrictive_eating,nashville,2613.6
1247,46,Male,High,vegan,High,restrictive_eating,alton,4007.52
1248,60,Female,Low,vegan,Medium,binge_eating,alton,2592
1249,38,Female,Medium,Non-vegetarian,High,binge_eating,chicago,2758.8
1250,29,Male,High,Vegetarian,Medium,binge_eating,champaign,2296.8
1251,36,Male,Medium,Vegetarian,Medium,restrictive_eating,springfield,2376
1252,35,Male,Medium,Vegetarian,Medium,binge_eating,chicago,2310
1253,56,Male,Medium,Vegetarian,Low,binge_eating,naperville,3326.4
1254,38,Male,Medium,Vegetarian,Medium,restrictive_eating,naperville,2508
1255,33,Female,Low,Non-vegetarian,Medium,restrictive_eating,springfield,1742.4
1256,21,Female,Medium,vegan,Medium,restrictive_eating,springfield,1134
1257,26,Male,Medium,Vegetarian,High,binge_eating,springfield,1887.6
1258,58,Male,Medium,Vegetarian,Low,binge_eating,champaign,3445.2
1259,40,Female,High,Non-vegetarian,Medium,binge_eating,alton,3168
1260,34,Male,High,Vegetarian,Medium,restrictive_eating,chicago,2692.8
1261,54,Female,Medium,Vegetarian,High,restrictive_eating,nashville,3207.6
1262,59,Male,Medium,vegan,High,binge_eating,champaign,4283.4
1263,58,Male,Low,Vegetarian,High,binge_eating,chicago,3368.64
1264,18,Male,Medium,Non-vegetarian,High,restrictive_eating,alton,1597.2
1265,49,Male,Low,Vegetarian,Low,restrictive_eating,champaign,2328.48
1266,56,Male,High,vegan,Low,binge_eating,chicago,3991.68
1267,54,Female,High,Non-vegetarian,Medium,restrictive_eating,alton,4276.8
1268,47,Female,Low,Vegetarian,High,restrictive_eating,springfield,2233.44
1269,51,Male,Low,vegan,Medium,restrictive_eating,springfield,2692.8
1270,53,Female,Low,vegan,Low,restrictive_eating,chicago,2060.64
1271,51,Female,High,Vegetarian,High,binge_eating,naperville,3635.28
1272,19,Male,Low,Non-vegetarian,High,binge_eating,springfield,1348.746667
1273,50,Male,Low,Non-vegetarian,High,restrictive_eating,chicago,3549.333333
1274,36,Male,Medium,Non-vegetarian,Low,binge_eating,alton,2613.6
1275,37,Male,Low,Vegetarian,Medium,restrictive_eating,springfield,1953.6
1276,34,Female,Medium,Non-vegetarian,High,binge_eating,naperville,2468.4
1277,30,Female,Medium,Non-vegetarian,Medium,restrictive_eating,chicago,1980
1278,36,Male,High,Non-vegetarian,Medium,binge_eating,alton,3484.8
1279,24,Male,Low,vegan,Low,binge_eating,champaign,1140.48
1280,31,Female,Low,Vegetarian,Medium,restrictive_eating,naperville,1339.2
1281,23,Female,Medium,vegan,Low,binge_eating,nashville,1117.8
1282,25,Female,Low,Vegetarian,Medium,binge_eating,nashville,1080
1283,20,Female,Low,Vegetarian,High,restrictive_eating,naperville,950.4
1284,56,Female,Medium,Vegetarian,Medium,restrictive_eating,champaign,3024
1285,41,Female,Low,Non-vegetarian,Low,binge_eating,naperville,1948.32
1286,25,Female,Medium,Non-vegetarian,Low,binge_eating,chicago,1485
1287,38,Female,Low,Vegetarian,High,binge_eating,chicago,1805.76
1288,47,Male,High,Non-vegetarian,Low,restrictive_eating,alton,4094.64
1289,55,Female,High,Non-vegetarian,High,binge_eating,naperville,4791.6
1290,58,Male,Medium,vegan,Low,binge_eating,chicago,3445.2
1291,43,Female,Low,Vegetarian,High,binge_eating,champaign,2043.36
1292,60,Male,Medium,Non-vegetarian,Low,binge_eating,champaign,4356
1293,55,Female,Low,Vegetarian,High,binge_eating,naperville,2613.6
1294,42,Male,Low,Non-vegetarian,High,restrictive_eating,alton,2981.44
1295,54,Female,Low,vegan,Medium,binge_eating,chicago,2332.8
1296,47,Female,Low,Non-vegetarian,High,binge_eating,champaign,2729.76
1297,27,Female,Low,vegan,Low,binge_eating,chicago,1049.76
1298,52,Male,High,vegan,Medium,binge_eating,chicago,4118.4
1299,35,Male,High,vegan,High,binge_eating,champaign,3049.2
1300,30,Female,Medium,Non-vegetarian,Medium,binge_eating,springfield,1980
1301,54,Female,Medium,vegan,Low,binge_eating,nashville,2624.4
1302,24,Female,Medium,Non-vegetarian,Low,binge_eating,chicago,1425.6
1303,43,Male,Medium,vegan,Low,binge_eating,naperville,2554.2
1304,57,Female,High,Vegetarian,Medium,restrictive_eating,champaign,3693.6
1305,59,Female,High,Non-vegetarian,High,restrictive_eating,chicago,5140.08
1306,33,Male,High,Non-vegetarian,Low,binge_eating,chicago,2874.96
1307,32,Male,Low,Non-vegetarian,Low,binge_eating,chicago,1858.56
1308,34,Female,High,Vegetarian,Medium,restrictive_eating,champaign,2203.2
1309,46,Female,High,vegan,Medium,restrictive_eating,chicago,2980.8
1310,28,Female,High,vegan,Low,binge_eating,champaign,1632.96
1311,29,Male,High,Non-vegetarian,Low,restrictive_eating,nashville,2526.48
1312,49,Female,High,Vegetarian,Low,binge_eating,nashville,2857.68
1313,23,Male,Medium,Vegetarian,Low,binge_eating,springfield,1366.2
1314,52,Male,High,vegan,High,restrictive_eating,champaign,4530.24
1315,41,Male,High,Non-vegetarian,Low,binge_eating,champaign,3571.92
1316,30,Female,Medium,Non-vegetarian,Medium,binge_eating,nashville,1980
1317,22,Female,Medium,vegan,Medium,binge_eating,chicago,1188
1318,55,Female,High,Vegetarian,High,restrictive_eating,chicago,3920.4
1319,41,Male,High,Non-vegetarian,Medium,restrictive_eating,chicago,3968.8
1320,42,Male,High,vegan,High,binge_eating,naperville,3659.04
1321,26,Female,High,Non-vegetarian,High,binge_eating,springfield,2265.12
1322,43,Female,Medium,Non-vegetarian,Low,binge_eating,champaign,2554.2
1323,19,Male,Low,Vegetarian,Low,binge_eating,springfield,902.88
1324,48,Male,Low,Vegetarian,Low,restrictive_eating,champaign,2280.96
1325,29,Female,Medium,vegan,Medium,binge_eating,chicago,1566
1326,33,Male,Low,Vegetarian,High,restrictive_eating,chicago,1916.64
1327,27,Female,Low,Vegetarian,Medium,binge_eating,nashville,1166.4
1328,23,Male,Medium,vegan,Medium,restrictive_eating,springfield,1518
1329,21,Female,Medium,Vegetarian,Medium,restrictive_eating,champaign,1134
1330,52,Male,Low,Vegetarian,High,binge_eating,chicago,3020.16
1331,23,Male,Medium,vegan,Medium,binge_eating,alton,1518
1332,33,Male,Low,vegan,Medium,restrictive_eating,naperville,1742.4
1333,36,Female,Low,vegan,Low,restrictive_eating,naperville,1399.68
1334,44,Female,High,vegan,Medium,binge_eating,chicago,2851.2
1335,51,Male,High,vegan,Medium,restrictive_eating,champaign,4039.2
1336,34,Male,Low,Non-vegetarian,Medium,restrictive_eating,champaign,2194.133333
1337,25,Male,High,Vegetarian,High,restrictive_eating,chicago,2178
1338,59,Female,Low,Vegetarian,Low,binge_eating,nashville,2293.92
1339,18,Female,Medium,Non-vegetarian,Low,restrictive_eating,champaign,1069.2
1340,27,Male,Medium,Vegetarian,Low,restrictive_eating,chicago,1603.8
1341,49,Male,Medium,Non-vegetarian,Medium,restrictive_eating,alton,3952.666667
1342,29,Male,Medium,Vegetarian,High,restrictive_eating,alton,2105.4
1343,33,Male,Medium,Vegetarian,Low,restrictive_eating,nashville,1960.2
1344,46,Female,Low,Non-vegetarian,High,binge_eating,springfield,2671.68
1345,49,Female,High,Vegetarian,Medium,binge_eating,naperville,3175.2
1346,52,Male,Medium,Non-vegetarian,High,restrictive_eating,alton,4614.133333
1347,59,Female,Medium,Vegetarian,Low,binge_eating,champaign,2867.4
1348,55,Male,Medium,Vegetarian,Medium,restrictive_eating,chicago,3630
1349,20,Male,Low,vegan,High,restrictive_eating,champaign,1161.6
1350,49,Female,High,Non-vegetarian,High,binge_eating,chicago,4268.88
1351,42,Male,Medium,Non-vegetarian,Medium,binge_eating,chicago,3388
1352,33,Female,High,Vegetarian,Medium,restrictive_eating,naperville,2138.4
1353,33,Male,Medium,vegan,Low,binge_eating,champaign,1960.2
1354,52,Female,Low,Vegetarian,Low,restrictive_eating,alton,2021.76
1355,36,Female,High,Non-vegetarian,High,binge_eating,springfield,3136.32
1356,38,Male,Low,Non-vegetarian,High,restrictive_eating,springfield,2697.493333
1357,58,Male,High,vegan,Low,binge_eating,naperville,4134.24
1358,34,Female,Medium,vegan,Low,binge_eating,alton,1652.4
1359,18,Female,Medium,vegan,Medium,binge_eating,nashville,972
1360,22,Female,Medium,vegan,Low,restrictive_eating,alton,1069.2
1361,57,Female,Low,Vegetarian,Low,binge_eating,nashville,2216.16
1362,59,Male,Low,Vegetarian,High,restrictive_eating,chicago,3426.72
1363,52,Male,Low,vegan,Medium,binge_eating,springfield,2745.6
1364,24,Male,Medium,Vegetarian,High,restrictive_eating,nashville,1742.4
1365,25,Female,Medium,Non-vegetarian,Medium,binge_eating,champaign,1650
1366,59,Female,High,Non-vegetarian,Low,binge_eating,alton,4205.52
1367,31,Male,Medium,vegan,Low,restrictive_eating,champaign,1841.4
1368,53,Female,Medium,Non-vegetarian,Medium,binge_eating,alton,3498
1369,22,Female,Medium,vegan,High,restrictive_eating,chicago,1306.8
1370,57,Male,Medium,Non-vegetarian,Medium,restrictive_eating,nashville,4598
1371,57,Male,High,Non-vegetarian,Medium,binge_eating,springfield,5517.6
1372,36,Female,Medium,vegan,Medium,binge_eating,champaign,1944
1373,52,Female,Low,Non-vegetarian,High,binge_eating,nashville,3020.16
1374,24,Male,Medium,vegan,Low,restrictive_eating,naperville,1425.6
1375,21,Female,Low,Non-vegetarian,Medium,restrictive_eating,alton,1108.8
1376,42,Male,Low,Non-vegetarian,Low,binge_eating,alton,2439.36
1377,42,Male,Low,vegan,Medium,binge_eating,springfield,2217.6
1378,54,Male,High,Vegetarian,High,restrictive_eating,alton,4704.48
1379,29,Female,Low,Vegetarian,Medium,restrictive_eating,chicago,1252.8
1380,44,Female,Low,vegan,Medium,restrictive_eating,nashville,1900.8
1381,33,Male,Medium,vegan,Medium,restrictive_eating,nashville,2178
1382,53,Male,Low,Vegetarian,High,restrictive_eating,springfield,3078.24
1383,55,Male,High,vegan,Low,binge_eating,chicago,3920.4
1384,19,Male,High,Non-vegetarian,Low,restrictive_eating,naperville,1655.28
1385,48,Male,Medium,Vegetarian,Low,restrictive_eating,nashville,2851.2
1386,39,Female,Low,Non-vegetarian,High,binge_eating,champaign,2265.12
1387,42,Male,Medium,Non-vegetarian,Medium,binge_eating,chicago,3388
1388,45,Male,High,Vegetarian,Low,restrictive_eating,champaign,3207.6
1389,31,Male,Low,vegan,High,binge_eating,springfield,1800.48
1390,57,Female,High,Vegetarian,Medium,restrictive_eating,springfield,3693.6
1391,38,Male,Medium,Vegetarian,High,binge_eating,alton,2758.8
1392,20,Male,Medium,Non-vegetarian,High,restrictive_eating,champaign,1774.666667
1393,43,Female,Low,vegan,Medium,binge_eating,springfield,1857.6
1394,45,Female,Medium,Non-vegetarian,High,binge_eating,champaign,3267
1395,22,Female,High,Non-vegetarian,Medium,restrictive_eating,naperville,1742.4
1396,26,Male,Low,vegan,Medium,binge_eating,champaign,1372.8
1397,42,Female,Low,Vegetarian,High,binge_eating,chicago,1995.84
1398,31,Male,High,Vegetarian,Medium,restrictive_eating,nashville,2455.2
1399,21,Female,High,Non-vegetarian,Medium,restrictive_eating,champaign,1663.2
1400,45,Female,Medium,vegan,Medium,binge_eating,alton,2430
1401,59,Female,High,vegan,High,restrictive_eating,chicago,4205.52
1402,56,Male,Medium,Non-vegetarian,Medium,restrictive_eating,springfield,4517.333333
1403,23,Male,Medium,Non-vegetarian,High,binge_eating,springfield,2040.866667
1404,37,Female,High,Non-vegetarian,High,restrictive_eating,springfield,3223.44
1405,25,Female,Low,Vegetarian,High,restrictive_eating,naperville,1188
1406,22,Male,Low,Vegetarian,Low,restrictive_eating,champaign,1045.44
1407,40,Female,High,Vegetarian,High,binge_eating,nashville,2851.2
1408,47,Male,Medium,Vegetarian,Low,restrictive_eating,champaign,2791.8
1409,45,Female,High,Vegetarian,High,restrictive_eating,champaign,3207.6
1410,40,Female,Low,Vegetarian,Low,restrictive_eating,springfield,1555.2
1411,32,Female,Low,Non-vegetarian,Medium,binge_eating,naperville,1689.6
1412,54,Male,Low,Vegetarian,Low,restrictive_eating,nashville,2566.08
1413,58,Female,High,vegan,Medium,restrictive_eating,naperville,3758.4
1414,24,Female,Medium,Non-vegetarian,High,binge_eating,naperville,1742.4
1415,31,Female,High,Vegetarian,Medium,binge_eating,champaign,2008.8
1416,53,Male,Medium,vegan,Medium,binge_eating,alton,3498
1417,35,Female,High,vegan,Low,restrictive_eating,alton,2041.2
1418,48,Male,High,vegan,Low,binge_eating,champaign,3421.44
1419,53,Male,Low,Non-vegetarian,Low,restrictive_eating,alton,3078.24
1420,30,Female,Low,Vegetarian,Low,restrictive_eating,champaign,1166.4
1421,49,Male,Medium,Vegetarian,High,binge_eating,nashville,3557.4
1422,19,Female,Low,vegan,Low,binge_eating,nashville,738.72
1423,35,Male,Medium,vegan,High,restrictive_eating,naperville,2541
1424,20,Male,Medium,Vegetarian,Low,binge_eating,alton,1188
1425,58,Female,Medium,Non-vegetarian,High,binge_eating,naperville,4210.8
1426,28,Female,Medium,Non-vegetarian,Low,restrictive_eating,champaign,1663.2
1427,30,Female,Medium,vegan,Medium,binge_eating,nashville,1620
1428,59,Male,Low,Non-vegetarian,High,binge_eating,naperville,4188.213333
1429,24,Female,Medium,Non-vegetarian,High,binge_eating,naperville,1742.4
1430,44,Female,High,vegan,Medium,binge_eating,nashville,2851.2
1431,45,Female,Medium,Non-vegetarian,Medium,binge_eating,springfield,2970
1432,46,Male,Medium,Non-vegetarian,Low,binge_eating,chicago,3339.6
1433,27,Female,Medium,vegan,Low,restrictive_eating,alton,1312.2
1434,44,Male,Medium,Vegetarian,Medium,restrictive_eating,naperville,2904
1435,45,Male,High,Non-vegetarian,Medium,binge_eating,champaign,4356
1436,50,Female,Medium,Vegetarian,High,binge_eating,naperville,2970
1437,48,Male,Medium,vegan,Low,restrictive_eating,springfield,2851.2
1438,30,Male,High,Vegetarian,High,restrictive_eating,champaign,2613.6
1439,46,Female,Medium,Vegetarian,Low,binge_eating,springfield,2235.6
1440,41,Male,Medium,vegan,Low,restrictive_eating,naperville,2435.4
1441,32,Female,Medium,Non-vegetarian,Low,restrictive_eating,champaign,1900.8
1442,40,Female,Medium,vegan,Low,restrictive_eating,chicago,1944
1443,46,Female,Medium,Non-vegetarian,Medium,binge_eating,alton,3036
1444,51,Female,Low,vegan,High,restrictive_eating,nashville,2423.52
1445,55,Female,Medium,Vegetarian,High,binge_eating,naperville,3267
1446,39,Male,Medium,Vegetarian,Low,binge_eating,chicago,2316.6
1447,51,Female,Medium,vegan,Low,binge_eating,springfield,2478.6
1448,21,Female,Low,Vegetarian,High,binge_eating,chicago,997.92
1449,40,Male,High,vegan,Low,restrictive_eating,champaign,2851.2
1450,40,Female,Low,vegan,High,restrictive_eating,chicago,1900.8
1451,24,Male,High,vegan,Low,restrictive_eating,nashville,1710.72
1452,50,Male,Medium,vegan,Medium,binge_eating,champaign,3300
1453,60,Female,Medium,Non-vegetarian,Low,binge_eating,naperville,3564
1454,29,Male,High,vegan,Medium,binge_eating,champaign,2296.8
1455,56,Male,Low,Non-vegetarian,Low,restrictive_eating,nashville,3252.48
1456,56,Female,Medium,vegan,High,restrictive_eating,chicago,3326.4
1457,37,Male,High,Non-vegetarian,Low,restrictive_eating,alton,3223.44
1458,38,Male,High,vegan,High,binge_eating,alton,3310.56
1459,29,Female,Medium,Vegetarian,Low,binge_eating,naperville,1409.4
1460,43,Male,Medium,vegan,Low,binge_eating,springfield,2554.2
1461,46,Male,High,vegan,Low,restrictive_eating,alton,3278.88
1462,50,Female,Low,Vegetarian,High,binge_eating,alton,2376
1463,30,Male,Medium,Non-vegetarian,High,restrictive_eating,champaign,2662
1464,29,Male,Low,Non-vegetarian,Medium,binge_eating,alton,1871.466667
1465,18,Female,Low,vegan,High,binge_eating,springfield,855.36
1466,48,Female,Low,Non-vegetarian,Medium,restrictive_eating,alton,2534.4
1467,32,Female,Low,vegan,Low,restrictive_eating,chicago,1244.16
1468,53,Female,High,vegan,Low,binge_eating,chicago,3090.96
1469,47,Male,Low,vegan,Low,binge_eating,naperville,2233.44
1470,59,Female,High,Non-vegetarian,Low,restrictive_eating,chicago,4205.52
1471,60,Female,High,Non-vegetarian,High,restrictive_eating,alton,5227.2
1472,57,Female,Low,Vegetarian,Low,binge_eating,alton,2216.16
1473,55,Female,Medium,Vegetarian,High,restrictive_eating,springfield,3267
1474,39,Male,Low,Non-vegetarian,High,restrictive_eating,chicago,2768.48
1475,40,Male,Low,vegan,Low,binge_eating,naperville,1900.8
1476,30,Male,Low,Non-vegetarian,Low,restrictive_eating,chicago,1742.4
1477,36,Female,Low,Vegetarian,High,binge_eating,alton,1710.72
1478,20,Female,Medium,Vegetarian,High,binge_eating,nashville,1188
1479,55,Male,High,vegan,Low,binge_eating,springfield,3920.4
1480,50,Female,High,vegan,High,binge_eating,champaign,3564
1481,49,Male,Low,Vegetarian,Medium,binge_eating,champaign,2587.2
1482,44,Female,Low,Vegetarian,Low,binge_eating,chicago,1710.72
1483,38,Male,High,vegan,High,restrictive_eating,champaign,3310.56
1484,60,Female,Low,Vegetarian,Medium,restrictive_eating,springfield,2592
1485,39,Female,High,Vegetarian,High,binge_eating,springfield,2779.92
1486,35,Male,High,Non-vegetarian,Medium,binge_eating,champaign,3388
1487,56,Female,Medium,Non-vegetarian,Low,restrictive_eating,springfield,3326.4
1488,59,Male,High,vegan,Medium,restrictive_eating,naperville,4672.8
1489,42,Male,High,Vegetarian,High,restrictive_eating,springfield,3659.04
1490,23,Female,High,Non-vegetarian,Low,restrictive_eating,springfield,1639.44
1491,24,Female,High,Non-vegetarian,Medium,restrictive_eating,champaign,1900.8
1492,50,Male,High,Vegetarian,Low,binge_eating,springfield,3564
1493,21,Female,Medium,vegan,Low,restrictive_eating,alton,1020.6
1494,19,Male,Medium,Non-vegetarian,High,binge_eating,springfield,1685.933333
1495,36,Female,Low,vegan,Medium,binge_eating,springfield,1555.2
1496,29,Male,High,Vegetarian,Medium,restrictive_eating,nashville,2296.8
1497,26,Female,Low,Non-vegetarian,Low,restrictive_eating,naperville,1235.52
1498,50,Male,High,vegan,Low,binge_eating,nashville,3564
1499,40,Male,High,Vegetarian,High,binge_eating,springfield,3484.8
1500,56,Female,High,vegan,Low,binge_eating,nashville,3265.92
1501,60,Female,High,Non-vegetarian,High,binge_eating,chicago,5227.2
1502,53,Male,High,Vegetarian,High,binge_eating,chicago,4617.36
1503,59,Female,Low,Vegetarian,Low,restrictive_eating,springfield,2293.92
1504,35,Male,Medium,Non-vegetarian,High,restrictive_eating,champaign,3105.666667
1505,24,Male,Medium,Non-vegetarian,High,binge_eating,springfield,2129.6
1506,20,Female,Medium,vegan,Medium,restrictive_eating,springfield,1080
1507,60,Male,High,Vegetarian,High,binge_eating,springfield,5227.2
1508,24,Female,High,Vegetarian,Medium,binge_eating,nashville,1555.2
1509,49,Female,Medium,Non-vegetarian,High,binge_eating,chicago,3557.4
1510,35,Male,Low,Non-vegetarian,High,binge_eating,nashville,2484.533333
1511,33,Female,Low,vegan,Low,restrictive_eating,chicago,1283.04
1512,60,Female,Low,Vegetarian,Low,restrictive_eating,nashville,2332.8
1513,26,Male,Medium,vegan,High,binge_eating,nashville,1887.6
1514,48,Female,Medium,vegan,Medium,binge_eating,naperville,2592
1515,56,Female,Low,Non-vegetarian,High,restrictive_eating,chicago,3252.48
1516,37,Male,Medium,vegan,High,binge_eating,nashville,2686.2
1517,20,Female,High,Vegetarian,Medium,restrictive_eating,naperville,1296
1518,29,Male,High,Vegetarian,Low,restrictive_eating,naperville,2067.12
1519,43,Male,Low,Vegetarian,Medium,binge_eating,springfield,2270.4
1520,22,Male,High,Vegetarian,Medium,binge_eating,champaign,1742.4
1521,36,Female,High,Non-vegetarian,Low,restrictive_eating,nashville,2566.08
1522,22,Male,Low,Non-vegetarian,Low,restrictive_eating,chicago,1277.76
1523,19,Female,High,Vegetarian,Medium,restrictive_eating,alton,1231.2
1524,49,Female,High,vegan,Low,restrictive_eating,alton,2857.68
1525,45,Male,High,Non-vegetarian,Medium,binge_eating,springfield,4356
1526,40,Female,Low,Vegetarian,High,restrictive_eating,alton,1900.8
1527,48,Female,High,Non-vegetarian,High,binge_eating,nashville,4181.76
1528,49,Female,Medium,Non-vegetarian,High,binge_eating,alton,3557.4
1529,59,Female,Medium,Vegetarian,High,restrictive_eating,springfield,3504.6
1530,41,Female,Low,Non-vegetarian,Medium,binge_eating,champaign,2164.8
1531,48,Male,Low,vegan,Medium,restrictive_eating,chicago,2534.4
1532,30,Female,Low,vegan,High,binge_eating,nashville,1425.6
1533,41,Male,Medium,Non-vegetarian,Medium,binge_eating,chicago,3307.333333
1534,18,Male,High,Vegetarian,Low,binge_eating,naperville,1283.04
1535,59,Female,Medium,vegan,High,restrictive_eating,chicago,3504.6
1536,30,Female,Medium,Vegetarian,Medium,restrictive_eating,nashville,1620
1537,49,Female,Medium,Vegetarian,Low,binge_eating,chicago,2381.4
1538,47,Female,Medium,vegan,High,restrictive_eating,nashville,2791.8
1539,58,Male,Low,Non-vegetarian,Low,binge_eating,alton,3368.64
1540,40,Male,Medium,vegan,Medium,restrictive_eating,chicago,2640
1541,22,Male,High,Vegetarian,Medium,binge_eating,alton,1742.4
1542,21,Female,Low,Vegetarian,High,restrictive_eating,naperville,997.92
1543,32,Male,High,Non-vegetarian,High,binge_eating,naperville,3407.36
1544,37,Female,Medium,vegan,Low,binge_eating,champaign,1798.2
1545,34,Male,Low,Vegetarian,Low,restrictive_eating,alton,1615.68
1546,23,Male,High,vegan,High,restrictive_eating,alton,2003.76
1547,36,Female,Medium,Vegetarian,Low,restrictive_eating,nashville,1749.6
1548,19,Female,Low,Vegetarian,Medium,binge_eating,alton,820.8
1549,21,Male,Medium,Non-vegetarian,High,binge_eating,champaign,1863.4
1550,30,Male,Medium,Vegetarian,Low,restrictive_eating,champaign,1782
1551,47,Female,High,vegan,High,restrictive_eating,naperville,3350.16
1552,25,Male,Low,vegan,Medium,restrictive_eating,chicago,1320
1553,42,Female,Low,vegan,High,binge_eating,chicago,1995.84
1554,40,Male,High,Non-vegetarian,Low,binge_eating,springfield,3484.8
1555,22,Male,Low,Non-vegetarian,Low,restrictive_eating,naperville,1277.76
1556,27,Male,Medium,vegan,Medium,restrictive_eating,naperville,1782
1557,32,Female,Medium,vegan,High,restrictive_eating,springfield,1900.8
1558,37,Female,Medium,vegan,High,binge_eating,nashville,2197.8
1559,30,Male,High,Non-vegetarian,High,binge_eating,chicago,3194.4
1560,30,Male,Medium,Non-vegetarian,Medium,restrictive_eating,alton,2420
1561,49,Female,High,Non-vegetarian,Low,restrictive_eating,springfield,3492.72
1562,29,Female,Low,Vegetarian,Low,restrictive_eating,springfield,1127.52
1563,42,Female,Low,Non-vegetarian,Low,binge_eating,naperville,1995.84
1564,45,Female,High,Non-vegetarian,Medium,restrictive_eating,nashville,3564
1565,45,Male,Medium,Non-vegetarian,Low,restrictive_eating,naperville,3267
1566,54,Male,Low,Non-vegetarian,Low,binge_eating,chicago,3136.32
1567,32,Male,High,vegan,Medium,binge_eating,nashville,2534.4
1568,46,Male,Medium,Vegetarian,High,restrictive_eating,alton,3339.6
